post_id,post_url,id,author,content,created_date
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163518,,"On 7/21/2022 at 6:52 AM,   Kane99 said:    I'd like to twist the idea for this topic the other way. Instead of PC games coming to the switch, which would be kinda hard based off of the switch's hardware. Why not instead, release some of the Nintendo games on PC, like classics and even some of the newer games, like Breath of the Wild, or Super Mario Odyssey. I know Nintendo would never do it, but it makes more sense for Nintendo games coming out on PC than the other way around, at least in my opinion.       I don't play PC games because of all the hackers and fraud, but Nintendo would never do this unless there were likely a merger or sell out at the Nintendo company. I believe that mobile games have the largest market out there, so that's part of the reason why Nintendo put some of its licensed stuff on cell phones/etcetera.",2022-08-21T03:58:31Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163564,,Yeah if they started making Nintendo games for PC we would be battling the costs of that and I don't wanna pay that kinda money to game. I like things affordable. Once in a while we get a pc game that slides our way. Some are ok. Some not so much. In one of the other threads they were discussing the game Stray. It may be coming to the Switch. They made a Myst game for the Switch but I could never figure it out so I gave up. I wonder if they were to take Roblox and make it for the Switch if the gameplay would be better? Roblox sucks on the computer.,2022-08-21T08:29:31Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163611,,"Nice suggestion though, but PC have their own model of games same as Nintendo, they represent their own model. Just as Xbox have their won core games and PS have theirs too. I am comfortable with each game those companies have at the moment for their respective gaming devices.",2022-08-21T13:50:24Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163617,,"On 8/21/2022 at 4:29 PM,   runswithspatulas said:    In one of the other threads they were discussing the game Stray. It may be coming to the Switch.      Stray is only a timed Playstation exclusive right now. There are no plans to bring it to other gaming systems yet. But, maybe after a long time in the future, it's going to come to Xbox or Nintendo.",2022-08-21T14:17:03Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163670,,"On 8/21/2022 at 10:17 PM,   Heatman said:    Stray is only a timed Playstation exclusive right now. There are no plans to bring it to other gaming systems yet. But, maybe after a long time in the future, it's going to come to Xbox or Nintendo.      not what i read but ok.",2022-08-21T17:29:19Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163737,,"On 8/19/2022 at 2:41 PM,   Clasher said:    Breath of the wild would be a good game to be available on PC it has so much potentials in my opinion and I enjoy playing it quite a lot.   For a platformer like super Mario Odyssey they chances of that ever been possible is minimal.     It's The Legend of Zelda : Breath of the Wild 2 that's all over my mind and heart now. If it's possible for me make the developers speed up with the game's development, I would do it no doubt. Although, I know that it's not always nice to rush a game's development because of the lapses it may come with.",2022-08-22T15:58:41Z
14764,https://www.vgr.com/forum/topic/14764-wishful-thinking/?do=findComment&comment=163564,163997,,"On 8/22/2022 at 11:58 PM,   Heatman said:    It's The Legend of Zelda : Breath of the Wild 2 that's all over my mind and heart now. If it's possible for me make the developers speed up with the game's development, I would do it no doubt. Although, I know that it's not always nice to rush a game's development because of the lapses it may come with.      The legend of Zelda is one of my favorite games on Nintendo switch right now.   I am also anticipating the release of breath of the wild 2. I would sincere have loved for hard west 2 to be on Nintendo switch as well.",2022-08-24T14:17:02Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,155088,,"My nephew will be receiving his first ever gaming PC tomorrow, and I am tasked with hooking it up for him, and getting it all set up. With that being said, could you guys suggest some child friendly multiplayer games that we could play together? I already got him on Fortnite, and I know he might try to get me into roblox, but I don't know if I'm willing to play that haha. I mainly want something that's fun even for me. He just turned 12, so he can handle some tougher games, but I don't want anything that's too dark, violent, etc.",2022-06-30T00:43:18Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,155119,,"Minecraft, Rocket-league, are few options I could spot that is not limited to children. It is suitable for both adults and children for multiplayer games online or offline.",2022-06-30T07:29:37Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,155136,,"Animal Crossing and/or Stardew Valley on Switch. Online functionality in Stardew might be better on PC?   Animal crossing is great for players of all ages/genders. You can make what you want of your island, friends can come visit, hang out, etc. It’s not as “videogamey” as something like Minecraft, but still fun and relaxing.",2022-06-30T10:55:33Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,155210,,Rocket League is definitely my pick and that because it's easy to get into. Just learn the controls and do a bit of practice and you're basically set.,2022-06-30T17:08:51Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,155468,,"On 6/30/2022 at 3:29 AM, Justin11 said:    Minecraft, Rocket-league, are few options I could spot that is not limited to children. It is suitable for both adults and children for multiplayer games online or offline.      Minecraft is a good option, but I've been kinda played out on it over the past few years.     On 6/30/2022 at 6:55 AM, Empire said:    Animal Crossing and/or Stardew Valley on Switch. Online functionality in Stardew might be better on PC?   Animal crossing is great for players of all ages/genders. You can make what you want of your island, friends can come visit, hang out, etc. It’s not as “videogamey” as something like Minecraft, but still fun and relaxing.     Well I'm thinking more towards PC. I don't think Animal Crossing has a PC port. But I will keep Stardew Valley in mind. I don't think it has multiplayer options though. But the guy who made the game I guess is making a similar game with multiplayer.     On 6/30/2022 at 1:08 PM, killamch89 said:    Rocket League is definitely my pick and that because it's easy to get into. Just learn the controls and do a bit of practice and you're basically set.     Thanks for the suggestion. I have played rocket league with my nephew before, so I'll add it to the list of games we can now play together on PC.          Justin11        1",2022-07-01T19:43:00Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,156432,,I normally play Mario games or Harry Potter games.  I know Mario is something exclusive to Nintendo so you'll more than likely won't be able to get anything like that for a PC.  You might try some of the Harry Potter games though if this kid is a Harry Potter fan.,2022-07-07T18:09:13Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,156447,,"39 minutes ago, JennyorAlice said:    I normally play Mario games or Harry Potter games.  I know Mario is something exclusive to Nintendo so you'll more than likely won't be able to get anything like that for a PC.  You might try some of the Harry Potter games though if this kid is a Harry Potter fan.     I'm not too big into the Harry Potter universe of things. I know they're making an MMO Harry Potter game, or they already did and it's coming out soon, so maybe that could be something my nephew and I try out. I don't know if I'd stick with it too long, I can't imagine myself playing it too long. Thank you for the suggestion though. 🙂    One of these days I'll get a switch so I can game on that with my nephew as well.    Edited July 8 by Kane99",2022-07-07T18:48:18Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,157951,,Hokko Life is similar to Animal Crossing. It appears to be on PC or Switch.,2022-07-16T20:50:52Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,157991,,"I'd say lego games are pretty fun to play together with a kid but i doubt a 12 year old wants to be called a kid anymore and at that age they may have outgrown lego games in general.   You can always try out pretty much any beat em up something like streets of rage 4 or the last month released Teenage Mutant Ninja Turtles: Shredder's Revenge, haven't played that myself yet as i'm holding off on the physical release but i heard it's pretty good and can't think of a soul who doesen't like the Tmnt.   Terraria is supposed to be good into multiplayer aswell.",2022-07-17T10:13:29Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,157993,,There are so many of them that I can remember being good for my cousin and know you might have played some of them as well.    1. Team Sonic Racing    2. Animal Crossing : New Horizons    3. Rocket League    4. Terraria   5. Lego Worlds,2022-07-17T10:24:32Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158183,,- NBA Jam   - Vainglory    - Cat Quest II   - Overcooked   This are multiplayer arcade games both for kids and adults to have good time playing.,2022-07-18T16:48:21Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158228,,"Thanks for the suggestions guys. My nephew has been getting me to play team fortress 2. I am not that much of a fan though, so I don't play for too long.    Any other suggestions, maybe something on Xbox game pass for PC?",2022-07-18T19:45:54Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158458,,"17 hours ago, Kane99 said:    Thanks for the suggestions guys. My nephew has been getting me to play team fortress 2. I am not that much of a fan though, so I don't play for too long.    Any other suggestions, maybe something on Xbox game pass for PC?      I came across this article Here on Xbox games pass, maybe you could look into them and see the one's that are going to be interested in. Mortal Kombat 11 is one of my favorite on the list.",2022-07-19T13:45:13Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158768,,"On 7/19/2022 at 9:45 AM, Heatman said:    I came across this article Here on Xbox games pass, maybe you could look into them and see the one's that are going to be interested in. Mortal Kombat 11 is one of my favorite on the list.      Thanks! I'll check it out. I have Gamepass and there's a lot to choose from. Just need to get my nephew to also get gamepass so we can game together. idk about Mortal Kombat 11, not too big into fighting games and I don't think my nephew would care to play it that much anyway. But, maybe, I'll ask him and see if he'd like to play it for a while.",2022-07-20T19:19:41Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158773,,"54 minutes ago, Kane99 said:    Thanks! I'll check it out. I have Gamepass and there's a lot to choose from. Just need to get my nephew to also get gamepass so we can game together. idk about Mortal Kombat 11, not too big into fighting games and I don't think my nephew would care to play it that much anyway. But, maybe, I'll ask him and see if he'd like to play it for a while.      It doesn't have to be the one that I fancy much, and since there are so many games to choose from, I'm very sure that you would be able to pick out something your nephew would also enjoy as well when he eventually gets his own gamepass.",2022-07-20T20:16:21Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158807,,"Since it's been more than two weeks since this thread was posted I don't know if you still need more suggestions but I will still drop mine just incase.   My 11 year nephew also got a gaming PC a few Months ago so I hooked him up with some games which I find really interesting and my nephew enjoys as well, I'm sure your nephew as well.   1  overwatch - its a multiplayer shoot game for children and the whole family, the game rewards teams so everyone would enjoy playing this Game   2 Forza horizon 4 - is a superb racing game anyone who is in less be with fast cars racing games would like this is one of my nephew's favorite right now.   3 cities : skylines - you are given a fresh plot of land and required to build a city from scratch it is entertaining and could help creativity as well.   Mario kart 8 and Portal 2 are also great for kids any time.",2022-07-20T22:49:33Z
14603,https://www.vgr.com/forum/topic/14603-suggestions-for-child-friendly-multiplayer-games/?do=findComment&comment=155088,158811,,"3 minutes ago, Clasher said:    Since it's been more than two weeks since this thread was posted I don't know if you still need more suggestions but I will still drop mine just incase.   My 11 year nephew also got a gaming PC a few Months ago so I hooked him up with some games which I find really interesting and my nephew enjoys as well, I'm sure your nephew as well.   1  overwatch - its a multiplayer shoot game for children and the whole family, the game rewards teams so everyone would enjoy playing this Game   2 Forza horizon 4 - is a superb racing game anyone who is in less be with fast cars racing games would like this is one of my nephew's favorite right now.   3 cities : skylines - you are given a fresh plot of land and required to build a city from scratch it is entertaining and could help creativity as well.   Mario kart 8 and Portal 2 are also great for kids any time.     I can see him being into overwatch, but it's another game I don't particularly care for. Forza is good, but I don't know if my nephew is really into the racing genre. But I can check with him and see what he would like to do. And Cities Skylines, I had no idea this was a co-op/multiplayer game.    Mario Kart 8 doesn't really work considering it's Nintendo only. Portal 2 could work, as it has co-op options, but I have no patience for it haha.    But yeah, feel free to suggest other games as well. I'm always open for more options.",2022-07-20T22:54:26Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,125668,,"On 2/19/2022 at 8:22 AM, Boblee said:    Yeah, he's already making plans on how to start up something making use of the software at least by the end of the year or next year.      That's a promising one that he wants to utilize the platform, get into video game development. If the game comes to become popular he will definitely become mega just because of his creativity making quality video games.",2022-02-22T22:17:20Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,125691,,Learning how to create video games either on mobile or on PC/consoles is a magnificent one. I am looking up learning it in a professional way in the future.,2022-02-23T00:00:53Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,125779,,"8 hours ago, Justin11 said:    That's a promising one that he wants to utilize the platform, get into video game development. If the game comes to become popular he will definitely become mega just because of his creativity making quality video games.      Seriously, I would like to become a software developer and a programmer as well. Creating things is really nice, something that people would really like to get into.",2022-02-23T07:02:27Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,125992,,"15 hours ago, Boblee said:    Seriously, I would like to become a software developer and a programmer as well. Creating things is really nice, something that people would really like to get into.      If you focus on learning advance programing, progressing from basic HTML, and moving to CSS, C++ and the rest programming language. Then you'll get experience how to code video games. You'll definitely know how to make games, depends on what area of software you focused more on.",2022-02-23T22:35:17Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126086,,"1 hour ago, Justin11 said:    If you focus on learning advance programing, progressing from basic HTML, and moving to CSS, C++ and the rest programming language. Then you'll get experience how to code video games. You'll definitely know how to make games, depends on what area of software you focused more on.      I have already subscribed to some online courses on Udemy and hopefully, I'm going to pick up a few more things there.",2022-02-24T00:00:22Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126089,,"Just now, Boblee said:    I have already subscribed to some online courses on Udemy and hopefully, I'm going to pick up a few more things there.      That's great to hear that you've picked up the mantle and learning a course at udemy. So, how much did you pay to start the course with the pro?",2022-02-24T00:01:39Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126093,,"3 minutes ago, Justin11 said:    That's great to hear that you've picked up the mantle and learning a course at udemy. So, how much did you pay to start the course with the pro?      The courses I paid for were in the summation of $50. I'm still going to pay for another in next two months.",2022-02-24T00:06:10Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126095,,"1 minute ago, Boblee said:    The courses I paid for were in the summation of $50. I'm still going to pay for another in next two months.      That's great, I wish you all the success my good friend in your career pursuit of acquiring an in-demand skill in the guise of programming.",2022-02-24T00:08:16Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126115,,"Roblox is creating more and more game developers with their tools. I like that a game can give that possibility to kids, to teach them to code and make their own mods and games. Our future with gaming is going to be pretty dope if we can teach the kids to make games at younger ages.",2022-02-24T01:15:47Z
13641,https://www.vgr.com/forum/topic/13641-have-you-created-a-game-on-roblox/?do=findComment&comment=118251,126453,,"On 2/24/2022 at 2:15 AM, Kane99 said:    Roblox is creating more and more game developers with their tools. I like that a game can give that possibility to kids, to teach them to code and make their own mods and games. Our future with gaming is going to be pretty dope if we can teach the kids to make games at younger ages.      They wish to make everyone become a game developer, well that's not going to be possible at all no matter what they try. The resources for being a good developer isn't cheap.",2022-02-25T08:11:19Z
14430,https://www.vgr.com/forum/topic/14430-do-you-play-old-video-games/?do=findComment&comment=151073,104756,,"And for a whopping $1.6 million. The lawsuit in regards to a YouTuber that goes by the name of Ruben Sim, who they say he created a ""cybermob"" and has posted terroristic threats. Even going as far to make fun of the YouTube headquarters shooting that happened back in 2018. His threats have even shut down the Roblox Developers Conference this recent October.    You can read more about this news here - https://hypebeast.com/2021/11/roblox-sues-youtuber-ruben-sim-terrorizing-platform-1-6-million-damages    I'm not a big Roblox guy, but I know this game is played my a ton of kids, so probably for the best this guy is nowhere near it anymore.",2021-11-28T04:56:39Z
14430,https://www.vgr.com/forum/topic/14430-do-you-play-old-video-games/?do=findComment&comment=151073,105149,,"Truth is, we really don't know who threated the RDC, the account is either an alt or someone else. Honestly I'm going to see how the count hearing goes before deciding on Ruben Sim. Innocent before proven guilty as they say.",2021-11-29T15:10:38Z
14430,https://www.vgr.com/forum/topic/14430-do-you-play-old-video-games/?do=findComment&comment=151073,105262,,Sounds like some sort of the legal lines were crossed. So this was bound to happen sooner or later.,2021-11-30T04:50:38Z
14430,https://www.vgr.com/forum/topic/14430-do-you-play-old-video-games/?do=findComment&comment=151073,105991,,We'd have to know a bit more details before I can make any kind of judgement but it must've been very serious for them to sue him for that amount. Well - perhaps not. People and companies in the US sue for all kinds of stupid reasons.,2021-12-02T21:46:58Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,151906,,"On 6/14/2022 at 5:59 PM,   Candy Stick said:    At long last, the RE8 DLC got announced. But I don't have anything to say about it.    Silent Hill rumours are still running rampant.    The movie director has suggested the amounting gossip is all true as well.             Take care. A stalker forced me into retirement!    Expand     This is something to look out for though, RE series had been doing well so far, I just hope this one also lives up to its standard as well.",2022-06-14T21:09:57Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,151952,,"On 6/14/2022 at 8:52 PM,   kingpotato said:    Another proof that you dont care to read about what people say, all you care is about making a quick post. @Candy Stick clearly said that the RE8 DLC was already announced, it was done yesterday at the Capcom's showcase event.     I followed that event and it got to the point where I thought they weren't going to say anything about the DLC but they eventually never had me disappointed again.",2022-06-15T00:52:51Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152016,,"On 3/11/2022 at 2:56 AM,   Kane99 said:    I'm kinda scared that WWE 2K22 will be a letdown somehow. I'm worried I won't be able to get the controls down and will end up hating it. I hope not. I been reading reviews, and it's kinda mixed. I also heard that EA may take up the development for future games. Not sure how that'd go, but we'll see.      I haven't played a single release of the WWE games apart from the one's I played on SEGA decades ago which is even WWF. EA will keep looking for games to jump into when they have not done anything good with what they have been doing with FIFA in recent years.",2022-06-15T09:14:02Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152018,,"Even though RE8 will soon include a third person mode, I think they could still try to hide Ethan's face.   In the footage they showed off on Monday, you still couldn't get a proper look at his face, even with the changed perspective. Although anybody who is aware of the mods, has likely already seen his face in the epilogue. But I also want to know if he's alive. Rosemary could have simply been dreaming about her dad.",2022-06-15T09:18:47Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152094,,"On 6/15/2022 at 5:18 PM,   Candy Stick said:    Even though RE8 will soon include a third person mode, I think they could still try to hide Ethan's face.   In the footage they showed off on Monday, you still couldn't get a proper look at his face, even with the changed perspective. Although anybody who is aware of the mods, has likely already seen his face in the epilogue. But I also want to know if he's alive. Rosemary could have simply been dreaming about her dad.      After all that has happened, I think Ethan is dead and it's the only way the story can progress because I don't think Ethan would have a significant role in the story anymore.         Candy Stick        1",2022-06-15T16:12:35Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152124,,"On 6/15/2022 at 5:14 PM,   Aniekwe said:    I haven't played a single release of the WWE games apart from the one's I played on SEGA decades ago which is even WWF. EA will keep looking for games to jump into when they have not done anything good with what they have been doing with FIFA in recent years.      The WWF era on Sega Genesis was when wrestling video made a big difference for me. With the list of characters to play, it was incredible.",2022-06-15T19:53:25Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152153,,"Naturally, one would think RE7 would receive an update for to include a third person mode as well. However, Capcom has yet to reveal if they're going to add that perspective in a future update.",2022-06-15T20:37:04Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152215,,"On 6/16/2022 at 3:53 AM,   Dannyjax said:    The WWF era on Sega Genesis was when wrestling video made a big difference for me. With the list of characters to play, it was incredible.             Expand     The character/player of Undertaker in Sega WWF wrestling was the real taker for me. It's the Undertaker I knew growing up and the developers got its design very well.",2022-06-16T09:04:30Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152230,,Yes. The Undertaker is a legend. :)          Aniekwe and Family sedan        2,2022-06-16T09:59:15Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152377,,"On 6/16/2022 at 3:53 AM,   Dannyjax said:    The WWF era on Sega Genesis was when wrestling video made a big difference for me. With the list of characters to play, it was incredible.             Expand     Smackdown vs RAW in the early 2000's was my favorite Wrestling game era. Back when WWE games were actually fun to play and nowhere as buggy and expensive.",2022-06-16T20:50:17Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152379,,"On 6/17/2022 at 4:50 AM,   killamch89 said:    Smackdown vs RAW in the early 2000's was my favorite Wrestling game era. Back when WWE games were actually fun to play and nowhere as buggy and expensive.     I played WWE 2k20 on ps4 though the characters were more realistic than what we had in Sega Genesis the game had some bugs where a particular stunt won't hit the opponent but it would still create an impact. Sega Genesis still gave us the best WWE gaming experience as compared to what we have now.",2022-06-16T20:57:59Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152391,,"On 6/17/2022 at 4:57 AM,   Clasher said:    I played WWE 2k20 on ps4 though the characters were more realistic than what we had in Sega Genesis the game had some bugs where a particular stunt won't hit the opponent but it would still create an impact. Sega Genesis still gave us the best WWE gaming experience as compared to what we have now.     Honestly, I'd much rather play the Sega Genesis version right now because of how buggy the modern WWE games are and how much they cost.         Aniekwe        1",2022-06-16T22:45:30Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152450,,"On 6/16/2022 at 5:59 PM,   Candy Stick said:    Yes. The Undertaker is a legend. :)      That's a fact!! It saddens me that the man have retired from active wrestling. Only if it's possible to beat age, I'd have him do it and still wrestle.               On 6/17/2022 at 4:50 AM,   killamch89 said:    Smackdown vs RAW in the early 2000's was my favorite Wrestling game era. Back when WWE games were actually fun to play and nowhere as buggy and expensive.     You're right about the bugs they 2K have been killing the franchise with in recent years. I can't forget the crap they did with WWE 2K20.          Family sedan and Candy Stick        2",2022-06-17T07:40:34Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152464,,"On 6/17/2022 at 6:45 AM,   killamch89 said:    Honestly, I'd much rather play the Sega Genesis version right now because of how buggy the modern WWE games are and how much they cost.     The cost is insane, I enjoy WWE live a lot and I do watch sometime, but with the game it's just doesn't go down well with me. I play with friends most of the because of the multiplayer features and we use it to catch some game fun together.   But that just about it, I wouldn't play it alone most of the time.",2022-06-17T14:14:03Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,152471,,"With Resident Evil Village, and other RE games, I was thinking that Capcom could have gave us a choice of perspectives all along. After all, it happened with The Evil Within 2.   This is something to potentially have included in future games, even if you have to like, finish the game once to unlock the feature. It would at least be there, as fans don't have to make requests to put this in thereafter.",2022-06-17T17:01:39Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,154318,,FAR CRY 6,2022-06-27T00:42:52Z
62,https://www.vgr.com/forum/topic/62-general-gaming-discussion/?do=findComment&comment=151062,154340,,"7 hours ago, Aniekwe said:    If they can get that worked out, I'm very sure that most gamers would appreciate it because it's going to be very difficult to understand a game you can't hear what's been said.      That's what I have been trying to explain to you since, it's not worth it waiting for a game you wouldn't be able to play.",2022-06-27T01:19:34Z
